YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,SCORE
2017,2021,1992,SOCIAL HOUSING,04,Parkdale-High Park,2767 DUNDAS ST W,6,21,67
2017,2021,1940,SOCIAL HOUSING,19,Beaches-East York,2363 QUEEN ST E,4,20,81
2018,2021,1965,PRIVATE,11,University-Rosedale,66 SPADINA RD,11,75,79
2017,2021,1953,PRIVATE,05,York South-Weston,7 GREENTREE CRT,3,28,64
2017,2021,1965,PRIVATE,04,Parkdale-High Park,283 GILMOUR AVE,5,37,84
2017,2021,1953,SOCIAL HOUSING,03,Etobicoke-Lakeshore,5 FORTY THIRD ST,3,40,76
2017,2021,1953,SOCIAL HOUSING,03,Etobicoke-Lakeshore,15 FORTY THIRD ST,3,25,72
2017,2021,1953,SOCIAL HOUSING,03,Etobicoke-Lakeshore,25 FORTY THIRD ST,3,41,76
2017,2021,1930,PRIVATE,15,Don Valley West,11 SHERWOOD AVE,3,23,80
2017,2021,1967,PRIVATE,14,Toronto-Danforth,50 CAMBRIDGE AVE,21,275,89
2017,2021,1930,PRIVATE,15,Don Valley West,21 SHERWOOD AVE,3,26,81
2017,2021,1975,PRIVATE,08,Eglinton-Lawrence,84 NEPTUNE DR,3,11,84
2017,2021,1971,PRIVATE,14,Toronto-Danforth,1010 BROADVIEW AVE,20,109,89
2017,2021,1930,PRIVATE,15,Don Valley West,25 SHERWOOD AVE,3,27,83
2017,2021,1987,SOCIAL HOUSING,19,Beaches-East York,751 WOODBINE AVE,5,97,85
2017,2021,1940,PRIVATE,15,Don Valley West,27 SHERWOOD AVE,3,17,80
2017,2021,1934,PRIVATE,12,Toronto-St. Paul's,101 LAWTON BLVD,5,46,71
2018,2021,1919,PRIVATE,11,University-Rosedale,38 BARTON AVE,4,18,64
2017,2021,1997,SOCIAL HOUSING,12,Toronto-St. Paul's,2353 DUFFERIN ST,16,144,84
2017,2021,1950,PRIVATE,06,York Centre,2217 JANE ST,3,12,72
2017,2021,1950,PRIVATE,05,York South-Weston,2422 KEELE ST,3,10,75
2017,2021,1964,PRIVATE,17,Don Valley North,2911 BAYVIEW AVE,3,304,84
2019,2021,1957,PRIVATE,12,Toronto-St. Paul's,111 LAWTON BLVD,13,152,82
2017,2021,1955,PRIVATE,06,York Centre,1497 WILSON AVE,4,42,69
2017,2021,1994,SOCIAL HOUSING,13,Toronto Centre,84 CARLTON ST,12,154,84
2017,2021,1960,PRIVATE,06,York Centre,1391 WILSON AVE,4,36,74
2017,2021,1960,PRIVATE,06,York Centre,1455 WILSON AVE,3,66,71
2017,2021,1971,PRIVATE,07,Humber River-Black Creek,365 GRANDRAVINE DR,15,118,75
2017,2021,1971,PRIVATE,07,Humber River-Black Creek,355 GRANDRAVINE DR,15,118,76
2017,2021,1980,PRIVATE,12,Toronto-St. Paul's,989 EGLINTON AVE W,7,146,94
2017,2021,1965,PRIVATE,12,Toronto-St. Paul's,105 RAGLAN AVE,6,34,78
2017,2021,1930,PRIVATE,12,Toronto-St. Paul's,17 RAGLAN AVE,4,16,85
2017,2021,1930,PRIVATE,12,Toronto-St. Paul's,21 RAGLAN AVE,3,12,86
2017,2021,1969,PRIVATE,04,Parkdale-High Park,40 HIGH PARK AVE,20,331,83
2017,2021,1960,PRIVATE,04,Parkdale-High Park,392 JANE ST,6,32,72
2017,2021,1970,TCHC,05,York South-Weston,30 FALSTAFF AVE,19,221,81
2017,2021,1961,PRIVATE,05,York South-Weston,2110 KEELE ST,9,93,74
2018,2021,1965,PRIVATE,06,York Centre,2960 KEELE ST,3,41,66
2017,2021,1953,PRIVATE,06,York Centre,27 PAXTONIA BLVD,4,50,83
2017,2021,1964,PRIVATE,06,York Centre,31 PAXTONIA BLVD,3,50,79
2017,2021,1940,PRIVATE,05,York South-Weston,50 JOHN ST,3,14,86
2017,2021,1996,SOCIAL HOUSING,05,York South-Weston,1500 KEELE ST,11,132,83
2017,2021,1955,PRIVATE,05,York South-Weston,1720 KEELE ST,4,47,82
2017,2021,1958,PRIVATE,06,York Centre,3 HARTHAM PL,3,11,68
2017,2021,1956,PRIVATE,06,York Centre,4 HARTHAM PL,3,12,66
2017,2021,1959,PRIVATE,06,York Centre,5 HARTHAM PL,3,26,71
2017,2021,1958,PRIVATE,06,York Centre,6 HARTHAM PL,3,26,78
2017,2021,1968,PRIVATE,16,Don Valley East,1600 VICTORIA PARK AVE,4,27,72
2017,2021,1972,TCHC,07,Humber River-Black Creek,15 TOBERMORY DR,24,374,64
2019,2021,1962,PRIVATE,16,Don Valley East,150 THE DONWAY W,6,65,76
2017,2021,1992,SOCIAL HOUSING,04,Parkdale-High Park,1624 BLOOR ST W,6,94,85
2017,2021,1960,PRIVATE,12,Toronto-St. Paul's,135 LAWTON BLVD,9,48,85
2017,2021,1954,PRIVATE,08,Eglinton-Lawrence,3 DREXEL RD,3,26,78
2017,2021,1972,SOCIAL HOUSING,11,University-Rosedale,14 SPADINA RD,6,103,81
2017,2021,1968,PRIVATE,07,Humber River-Black Creek,1 FOUNTAINHEAD RD,23,370,73
2017,2021,1960,PRIVATE,06,York Centre,1533 WILSON AVE,4,42,68
2017,2021,1960,PRIVATE,06,York Centre,1537 WILSON AVE,4,42,68
2017,2021,1953,PRIVATE,06,York Centre,823 WILSON AVE,3,11,61
2017,2021,1953,PRIVATE,06,York Centre,825 WILSON AVE,3,11,63
2017,2021,1953,PRIVATE,06,York Centre,827 WILSON AVE,3,11,61
2017,2021,1953,PRIVATE,06,York Centre,829 WILSON AVE,3,11,61
2017,2021,1962,PRIVATE,24,Scarborough-Guildwood,25 GREENBRAE CRCT,6,60,78
2017,2021,1959,PRIVATE,12,Toronto-St. Paul's,85 LAWTON BLVD,10,87,80
2018,2021,1962,PRIVATE,12,Toronto-St. Paul's,125 LAWTON BLVD,12,122,87
2017,2021,1940,PRIVATE,04,Parkdale-High Park,1950 BLOOR ST W,4,16,76
2017,2021,1963,PRIVATE,08,Eglinton-Lawrence,625 ROSELAWN AVE,9,91,77
2019,2021,2018,PRIVATE,13,Toronto Centre,561 SHERBOURNE ST,43,369,96
2017,2021,1930,PRIVATE,13,Toronto Centre,78 PEMBROKE ST,3,15,76
2017,2021,1984,SOCIAL HOUSING,10,Spadina-Fort York,345 DUFFERIN ST,8,200,75
2017,2021,1970,PRIVATE,03,Etobicoke-Lakeshore,9 THIRTY THIRD ST,3,34,85
2017,2021,1970,PRIVATE,03,Etobicoke-Lakeshore,11 THIRTY THIRD ST,3,23,83
2017,2021,1970,PRIVATE,03,Etobicoke-Lakeshore,15 THIRTY THIRD ST,3,36,81
2018,2021,1968,PRIVATE,02,Etobicoke Centre,25 WIDDICOMBE HILL,11,122,72
2018,2021,1968,PRIVATE,02,Etobicoke Centre,35 WIDDICOMBE HILL,11,121,72
2017,2021,1983,TCHC,15,Don Valley West,801 MOUNT PLEASANT RD,10,185,83
2017,2021,1974,TCHC,08,Eglinton-Lawrence,145 NEPTUNE DR,4,48,73
2017,2021,1930,PRIVATE,12,Toronto-St. Paul's,80 LAWTON BLVD,3,24,84
2017,2021,1955,PRIVATE,12,Toronto-St. Paul's,134 LAWTON BLVD,4,42,75
2017,2021,1982,PRIVATE,12,Toronto-St. Paul's,5 MALLORY GDNS,11,60,79
2017,2021,1970,PRIVATE,03,Etobicoke-Lakeshore,90 TWENTY FIFTH ST,3,41,83
2017,2021,1927,PRIVATE,12,Toronto-St. Paul's,48 LAWTON BLVD,3,19,73
2017,2021,1915,PRIVATE,12,Toronto-St. Paul's,50 LAWTON BLVD,3,20,80
2017,2021,1940,PRIVATE,04,Parkdale-High Park,1942 BLOOR ST W,4,16,77
2017,2021,1970,PRIVATE,07,Humber River-Black Creek,345 SENTINEL RD,10,79,77
2017,2021,1962,PRIVATE,16,Don Valley East,67 PARKWOODS VILLAGE DR,7,78,79
2017,2021,1963,PRIVATE,16,Don Valley East,70 PARKWOODS VILLAGE DR,6,65,87
2017,2021,1958,PRIVATE,15,Don Valley West,135 KEEWATIN AVE,4,52,78
2017,2021,1929,PRIVATE,13,Toronto Centre,262 JARVIS ST,6,72,75
2017,2021,1960,PRIVATE,13,Toronto Centre,437 JARVIS ST,7,76,78
2017,2021,1955,PRIVATE,15,Don Valley West,100 KEEWATIN AVE,4,32,83
2017,2021,1974,PRIVATE,08,Eglinton-Lawrence,660 BRIAR HILL AVE,8,76,81
2017,2021,1988,SOCIAL HOUSING,13,Toronto Centre,172 CARLTON ST,4,25,72
2017,2021,1991,SOCIAL HOUSING,13,Toronto Centre,431 DUNDAS ST E,4,37,93
2017,2021,1960,PRIVATE,03,Etobicoke-Lakeshore,5294 DUNDAS ST W,7,45,84
2017,2021,1910,PRIVATE,13,Toronto Centre,608 CHURCH ST,4,35,79
2018,2021,1976,PRIVATE,04,Parkdale-High Park,2350 DUNDAS ST W,29,457,81
2018,2021,1976,PRIVATE,04,Parkdale-High Park,2360 DUNDAS ST W,29,638,80
2017,2021,1959,PRIVATE,08,Eglinton-Lawrence,665 ROSELAWN AVE,5,87,0
2017,2021,1961,TCHC,13,Toronto Centre,320 SEATON ST,6,25,72
2017,2021,1970,PRIVATE,01,Etobicoke North,2085 ISLINGTON AVE,20,266,75
2017,2021,1970,PRIVATE,01,Etobicoke North,2101 ISLINGTON AVE,22,271,74
2017,2021,1958,PRIVATE,01,Etobicoke North,2356 ISLINGTON AVE,3,18,88
2017,2021,1972,PRIVATE,01,Etobicoke North,2362 ISLINGTON AVE,3,13,56
2017,2021,1994,SOCIAL HOUSING,19,Beaches-East York,62 DAWES RD,4,14,79
2017,2021,1965,PRIVATE,15,Don Valley West,525 EGLINTON AVE E,10,54,78
2017,2021,1955,PRIVATE,08,Eglinton-Lawrence,215 WILSON AVE,3,26,75
2017,2021,1960,PRIVATE,01,Etobicoke North,2386 ISLINGTON AVE,3,18,76
2017,2021,1972,TCHC,13,Toronto Centre,220 OAK ST,27,469,65
2017,2021,1950,PRIVATE,15,Don Valley West,153 RANLEIGH AVE,4,28,84
2017,2021,1964,PRIVATE,12,Toronto-St. Paul's,55 BROWNLOW AVE,15,121,81
2017,2021,1995,SOCIAL HOUSING,13,Toronto Centre,80 DUNDAS ST E,15,138,87
2017,2021,1989,PRIVATE,12,Toronto-St. Paul's,77 ROEHAMPTON AVE,11,81,91
2017,2021,1964,PRIVATE,12,Toronto-St. Paul's,245 ROEHAMPTON AVE,15,83,88
2018,2021,1940,PRIVATE,04,Parkdale-High Park,118 RONCESVALLES AVE,3,30,77
2017,2021,1971,PRIVATE,19,Beaches-East York,6 PARK VISTA,10,108,88
2017,2021,1967,PRIVATE,12,Toronto-St. Paul's,77 ST CLAIR AVE E,20,185,84
2017,2021,1986,TCHC,13,Toronto Centre,291 GEORGE ST,5,132,65
2017,2021,1982,SOCIAL HOUSING,12,Toronto-St. Paul's,200 ELLSWORTH AVE,3,18,75
2017,2021,1996,PRIVATE,12,Toronto-St. Paul's,1920 YONGE ST,7,102,89
2017,2021,1967,PRIVATE,12,Toronto-St. Paul's,321 CHAPLIN CRES,8,74,93
2017,2021,2006,TCHC,13,Toronto Centre,184 RIVER ST,3,54,66
2017,2021,1967,PRIVATE,06,York Centre,3444 KEELE ST,9,61,77
2017,2021,1969,TCHC,13,Toronto Centre,375 BLEECKER ST,24,327,68
2017,2021,1900,PRIVATE,13,Toronto Centre,561 JARVIS ST,3,28,66
2018,2021,1965,PRIVATE,04,Parkdale-High Park,105 WEST LODGE AVE,19,371,76
2018,2021,1965,PRIVATE,04,Parkdale-High Park,103 WEST LODGE AVE,18,371,71
2017,2021,1960,PRIVATE,03,Etobicoke-Lakeshore,75 FORTY SECOND ST,4,28,62
2017,2021,1958,PRIVATE,05,York South-Weston,1197 WESTON RD,3,15,93
2017,2021,1960,PRIVATE,05,York South-Weston,1728 LAWRENCE AVE W,4,34,88
2017,2021,1960,PRIVATE,16,Don Valley East,26 SLOANE AVE,4,60,81
2017,2021,1966,PRIVATE,16,Don Valley East,105 ROWENA DR,12,243,75
2017,2021,1960,PRIVATE,07,Humber River-Black Creek,25 DUNCANWOODS DR,11,148,83
2017,2021,2008,PRIVATE,05,York South-Weston,333 SIDNEY BELSEY CRES,12,264,88
2017,2021,1956,PRIVATE,16,Don Valley East,1594 VICTORIA PARK AVE,4,28,73
2017,2021,1957,TCHC,08,Eglinton-Lawrence,1 REPLIN RD,3,31,84
2017,2021,1987,PRIVATE,10,Spadina-Fort York,390 QUEENS QUAY W,21,289,81
2017,2021,1970,PRIVATE,06,York Centre,1265 WILSON AVE,4,61,74
2017,2021,1960,PRIVATE,06,York Centre,1303 WILSON AVE,8,85,68
2017,2021,1960,PRIVATE,06,York Centre,1305 WILSON AVE,8,86,60
2017,2021,1960,PRIVATE,06,York Centre,1309 WILSON AVE,7,84,67
2017,2021,1962,PRIVATE,05,York South-Weston,2180 WESTON RD,8,62,94
2017,2021,1967,PRIVATE,05,York South-Weston,2240 WESTON RD,19,150,78
2017,2021,1967,PRIVATE,08,Eglinton-Lawrence,141 LYON CRT,18,142,78
2017,2021,1969,PRIVATE,19,Beaches-East York,255 MAIN ST,9,128,84
2017,2021,1970,PRIVATE,19,Beaches-East York,265 MAIN ST,24,293,74
2017,2021,1961,PRIVATE,16,Don Valley East,32 THE HEIGHTS DR,4,55,81
2017,2021,1920,PRIVATE,12,Toronto-St. Paul's,599 ST CLAIR AVE W,3,16,89
2017,2021,1968,PRIVATE,12,Toronto-St. Paul's,265 BALLIOL ST,26,209,85
2017,2021,1952,PRIVATE,03,Etobicoke-Lakeshore,2649 BLOOR ST W,4,48,82
2017,2021,1979,PRIVATE,04,Parkdale-High Park,12 LANSDOWNE AVE,3,26,60
2017,2021,1958,PRIVATE,16,Don Valley East,980 LAWRENCE AVE E,6,64,85
2017,2021,1972,PRIVATE,04,Parkdale-High Park,1251 KING ST W,14,189,86
2017,2021,1959,PRIVATE,03,Etobicoke-Lakeshore,2301 LAKE SHORE BLVD W,4,88,76
2017,2021,1965,PRIVATE,12,Toronto-St. Paul's,155 BALLIOL ST,18,286,91
2017,2021,1968,PRIVATE,12,Toronto-St. Paul's,165 BALLIOL ST,4,48,80
2017,2021,1961,PRIVATE,03,Etobicoke-Lakeshore,2493 LAKE SHORE BLVD W,9,151,76
2017,2021,1960,PRIVATE,07,Humber River-Black Creek,2600 JANE ST,13,115,82
2017,2021,1964,PRIVATE,15,Don Valley West,26 CARLUKE CRES,14,157,72
2017,2021,1959,PRIVATE,16,Don Valley East,110 COTTONWOOD DR,3,22,74
2017,2021,1960,PRIVATE,16,Don Valley East,1063 DON MILLS RD,4,43,72
2017,2021,1986,SOCIAL HOUSING,05,York South-Weston,3561 EGLINTON AVE W,16,140,83
2017,2021,1956,PRIVATE,15,Don Valley West,77 ERSKINE AVE,4,37,80
2017,2021,1959,PRIVATE,12,Toronto-St. Paul's,268 POPLAR PLAINS RD,10,59,83
2017,2021,1970,PRIVATE,15,Don Valley West,133 ERSKINE AVE,11,28,93
2017,2021,1962,PRIVATE,15,Don Valley West,141 ERSKINE AVE,13,160,89
2017,2021,1965,PRIVATE,16,Don Valley East,44 VALLEY WOODS RD,22,263,85
2017,2021,1965,PRIVATE,07,Humber River-Black Creek,100 YORK GATE BLVD,11,133,65
2017,2021,1963,PRIVATE,16,Don Valley East,1210 YORK MILLS RD,10,91,73
2017,2021,1987,SOCIAL HOUSING,12,Toronto-St. Paul's,11 WINONA DR,7,150,88
2020,2021,1959,PRIVATE,08,Eglinton-Lawrence,330 HOPEWELL AVE,7,67,84
2017,2021,1971,PRIVATE,19,Beaches-East York,275 MAIN ST,29,324,86
2017,2021,1965,PRIVATE,02,Etobicoke Centre,265 MARKLAND DR,13,149,78
2017,2021,1967,PRIVATE,08,Eglinton-Lawrence,145 MARLEE AVE,18,315,81
2017,2021,1920,PRIVATE,12,Toronto-St. Paul's,345 ST CLAIR AVE W,4,15,73
2017,2021,1932,PRIVATE,12,Toronto-St. Paul's,1520 BATHURST ST,4,24,81
2017,2021,1932,PRIVATE,12,Toronto-St. Paul's,1524 BATHURST ST,4,24,81
2017,2021,1943,PRIVATE,12,Toronto-St. Paul's,1531 BATHURST ST,4,32,80
2017,2021,1965,PRIVATE,12,Toronto-St. Paul's,160 BALMORAL AVE,12,89,89
2019,2021,1952,PRIVATE,12,Toronto-St. Paul's,755 AVENUE RD,4,41,80
2017,2021,1965,PRIVATE,12,Toronto-St. Paul's,425 AVENUE RD,8,47,83
2017,2021,1920,PRIVATE,11,University-Rosedale,711 BLOOR ST W,3,12,60
2017,2021,1939,PRIVATE,12,Toronto-St. Paul's,1600 BATHURST ST,4,34,68
2017,2021,1967,PRIVATE,08,Eglinton-Lawrence,377 RIDELLE AVE,18,231,83
2017,2021,1958,PRIVATE,05,York South-Weston,1252 LAWRENCE AVE W,3,10,80
2017,2021,1961,PRIVATE,03,Etobicoke-Lakeshore,2311 LAKE SHORE BLVD W,4,36,77
2017,2021,1962,PRIVATE,15,Don Valley West,16 CARLUKE CRES,7,101,83
2017,2021,1962,PRIVATE,15,Don Valley West,20 CARLUKE CRES,12,154,86
2017,2021,1958,PRIVATE,16,Don Valley East,1122 DON MILLS RD,6,66,83
2017,2021,2013,PRIVATE,16,Don Valley East,5 DEAUVILLE LANE,7,62,77
2017,2021,1970,PRIVATE,19,Beaches-East York,2575 DANFORTH AVE,23,335,80
2017,2021,1969,PRIVATE,12,Toronto-St. Paul's,40 PLEASANT BLVD,32,163,87
2017,2021,1947,PRIVATE,15,Don Valley West,109 ERSKINE AVE,4,34,72
2017,2021,1965,PRIVATE,06,York Centre,1130 WILSON AVE,11,118,79
2017,2021,1964,PRIVATE,15,Don Valley West,35 THORNCLIFFE PARK DR,18,287,76
2017,2021,1957,PRIVATE,15,Don Valley West,170 ERSKINE AVE,4,31,73
2017,2021,1960,PRIVATE,15,Don Valley West,171 ERSKINE AVE,13,47,73
2017,2021,1960,PRIVATE,19,Beaches-East York,1636 GERRARD ST E,6,48,81
2017,2021,1950,SOCIAL HOUSING,19,Beaches-East York,1845 GERRARD ST E,3,20,76
2017,2021,1970,PRIVATE,02,Etobicoke Centre,10 FONTENAY CRT,6,63,86
2017,2021,1966,PRIVATE,02,Etobicoke Centre,20 FONTENAY CRT,14,96,76
2017,2021,1968,PRIVATE,03,Etobicoke-Lakeshore,4875 DUNDAS ST W,10,56,85
2017,2021,1977,SOCIAL HOUSING,04,Parkdale-High Park,66 RONCESVALLES AVE,11,200,82
2017,2021,1957,PRIVATE,11,University-Rosedale,59 SPADINA RD,10,57,70
2017,2021,1969,PRIVATE,04,Parkdale-High Park,77 QUEBEC AVE,21,330,74
2017,2021,1967,PRIVATE,12,Toronto-St. Paul's,39 RAGLAN AVE,9,101,75
2017,2021,1967,PRIVATE,12,Toronto-St. Paul's,100 RAGLAN AVE,13,230,77
2017,2021,1967,PRIVATE,12,Toronto-St. Paul's,111 RAGLAN AVE,23,175,80
2017,2021,1965,PRIVATE,08,Eglinton-Lawrence,120 SHELBORNE AVE,15,187,84
2017,2021,1966,PRIVATE,03,Etobicoke-Lakeshore,245 LAKE SHORE DR,8,52,92
2017,2021,1954,PRIVATE,08,Eglinton-Lawrence,568 LAWRENCE AVE W,3,29,79
2017,2021,1967,PRIVATE,06,York Centre,3400 KEELE ST,9,141,73
2017,2021,1960,PRIVATE,15,Don Valley West,27 BRENTCLIFFE RD,3,12,77
2017,2021,1950,PRIVATE,15,Don Valley West,1315 BAYVIEW AVE,3,38,78
2017,2021,1964,PRIVATE,08,Eglinton-Lawrence,2900 BATHURST ST,14,117,83
2017,2021,1984,SOCIAL HOUSING,08,Eglinton-Lawrence,3270 BATHURST ST,8,160,80
2017,2021,1930,PRIVATE,12,Toronto-St. Paul's,1650 BATHURST ST,3,25,76
2017,2021,1965,PRIVATE,04,Parkdale-High Park,22 OAKMOUNT RD,17,216,76
2017,2021,1941,PRIVATE,12,Toronto-St. Paul's,1660 BATHURST ST,3,52,76
2017,2021,1940,PRIVATE,15,Don Valley West,1215 BAYVIEW AVE,4,38,78
2017,2021,1954,PRIVATE,15,Don Valley West,1220 BAYVIEW AVE,6,51,80
2017,2021,1971,TCHC,17,Don Valley North,2 BRAHMS AVE,12,164,79
2017,2021,1951,PRIVATE,12,Toronto-St. Paul's,1862 BATHURST ST,7,75,87
2017,2021,1969,PRIVATE,14,Toronto-Danforth,1000 BROADVIEW AVE,18,110,83
2017,2021,1973,PRIVATE,07,Humber River-Black Creek,4800 JANE ST,9,97,67
2017,2021,1930,PRIVATE,15,Don Valley West,15 SHERWOOD AVE,3,26,88
2017,2021,1965,PRIVATE,15,Don Valley West,172 SHERWOOD AVE,3,18,92
2017,2021,1920,PRIVATE,19,Beaches-East York,83 SILVER BIRCH AVE,4,16,74
2017,2021,1920,PRIVATE,19,Beaches-East York,85 SILVER BIRCH AVE,4,16,83
2017,2021,1970,TCHC,24,Scarborough-Guildwood,55 GREENBRAE CRCT,13,128,80
2017,2021,1967,PRIVATE,12,Toronto-St. Paul's,44 JACKES AVE,24,411,81
2017,2021,1955,PRIVATE,08,Eglinton-Lawrence,45 WASDALE CRES,3,25,88
2017,2021,1950,PRIVATE,12,Toronto-St. Paul's,1652 BATHURST ST,4,39,76
2017,2021,1910,PRIVATE,04,Parkdale-High Park,35 JANE ST,3,18,73
2017,2021,1965,PRIVATE,05,York South-Weston,2623 KEELE ST,3,11,88
2017,2021,1950,PRIVATE,08,Eglinton-Lawrence,166 WILSON AVE,4,60,88
2017,2021,1954,PRIVATE,05,York South-Weston,2622 KEELE ST,3,11,75
2017,2021,1973,PRIVATE,02,Etobicoke Centre,45 LA ROSE AVE,16,156,92
2017,2021,1900,PRIVATE,11,University-Rosedale,359 DAVENPORT RD,4,17,64
2017,2021,1975,PRIVATE,07,Humber River-Black Creek,5000 JANE ST,13,291,65
2017,2021,1964,PRIVATE,08,Eglinton-Lawrence,4000 YONGE ST,8,305,90
2017,2021,1963,PRIVATE,04,Parkdale-High Park,135 TYNDALL AVE,11,216,81
2017,2021,1958,PRIVATE,05,York South-Weston,2637 KEELE ST,3,12,79
2017,2021,1963,PRIVATE,04,Parkdale-High Park,115 TYNDALL AVE,10,108,81
2017,2021,1962,PRIVATE,01,Etobicoke North,2328 ISLINGTON AVE,7,68,79
2017,2021,1965,PRIVATE,05,York South-Weston,45 GULLIVER RD,5,43,80
2017,2021,1964,PRIVATE,16,Don Valley East,1216 YORK MILLS RD,8,65,86
2017,2021,1957,PRIVATE,08,Eglinton-Lawrence,222 WILSON AVE,3,11,75
2017,2021,1973,PRIVATE,07,Humber River-Black Creek,4001 STEELES AVE W,18,356,63
2017,2021,1957,PRIVATE,19,Beaches-East York,600 KINGSTON RD,8,68,84
2017,2021,1960,PRIVATE,03,Etobicoke-Lakeshore,2313 LAKE SHORE BLVD W,10,133,82
2017,2021,1960,PRIVATE,03,Etobicoke-Lakeshore,2323 LAKE SHORE BLVD W,10,133,79
2017,2021,1954,PRIVATE,08,Eglinton-Lawrence,10 SARANAC BLVD,4,26,85
2017,2021,1954,PRIVATE,08,Eglinton-Lawrence,14 SARANAC BLVD,3,26,85
2018,2021,1977,PRIVATE,05,York South-Weston,2500 KEELE ST,12,95,78
2017,2021,1958,PRIVATE,05,York South-Weston,2567 KEELE ST,4,26,88
2017,2021,1960,PRIVATE,11,University-Rosedale,375 BRUNSWICK AVE,9,63,72
2017,2021,1955,PRIVATE,15,Don Valley West,110 KEEWATIN AVE,4,32,80
2017,2021,1950,PRIVATE,05,York South-Weston,2428 KEELE ST,3,10,83
2017,2021,1974,PRIVATE,02,Etobicoke Centre,19 EVA RD,14,152,78
2017,2021,1974,PRIVATE,02,Etobicoke Centre,15 EVA RD,18,195,71
2017,2021,1956,PRIVATE,08,Eglinton-Lawrence,161 WILSON AVE,4,56,85
2017,2021,1958,PRIVATE,05,York South-Weston,85 CLEARVIEW HTS,3,35,64
2017,2021,1965,PRIVATE,14,Toronto-Danforth,33 EASTMOUNT AVE,24,200,84
2017,2021,1974,PRIVATE,19,Beaches-East York,50 MAIN ST,5,38,85
2017,2021,1960,PRIVATE,16,Don Valley East,21 WELSFORD GDNS,15,154,91
2018,2021,1960,PRIVATE,11,University-Rosedale,22 WALMER RD,8,71,77
2017,2021,1960,PRIVATE,03,Etobicoke-Lakeshore,25 VILLA RD,3,34,92
2017,2021,1950,PRIVATE,03,Etobicoke-Lakeshore,294 LAKE PROMENADE,4,14,89
2017,2021,1928,PRIVATE,15,Don Valley West,2867 YONGE ST,3,32,91
2017,2021,1960,PRIVATE,15,Don Valley West,2875 YONGE ST,4,18,79
2017,2021,1963,PRIVATE,07,Humber River-Black Creek,3355 WESTON RD,4,57,80
2017,2021,1974,PRIVATE,07,Humber River-Black Creek,320 NISKA RD,13,169,65
2017,2021,2013,PRIVATE,10,Spadina-Fort York,100 LOWER OSSINGTON AVE,8,179,89
2018,2021,1970,PRIVATE,05,York South-Weston,1577 LAWRENCE AVE W,15,350,74
2017,2021,1952,PRIVATE,15,Don Valley West,6 GLEN ECHO RD,4,30,79
2017,2021,1983,SOCIAL HOUSING,06,York Centre,623 FINCH AVE W,12,141,77
2017,2021,1987,SOCIAL HOUSING,06,York Centre,625 FINCH AVE W,14,123,76
2017,2021,1966,PRIVATE,02,Etobicoke Centre,350 THE EAST MALL,8,77,85
2018,2021,1972,PRIVATE,02,Etobicoke Centre,580 THE EAST MALL,16,122,85
2019,2021,1989,PRIVATE,12,Toronto-St. Paul's,607 ST CLAIR AVE W,3,14,89
2017,2021,1921,PRIVATE,12,Toronto-St. Paul's,781 ST CLAIR AVE W,3,16,89
2017,2021,1929,PRIVATE,08,Eglinton-Lawrence,2914 YONGE ST,5,46,87
2017,2021,1929,PRIVATE,08,Eglinton-Lawrence,2932 YONGE ST,5,46,88
2018,2021,1969,PRIVATE,02,Etobicoke Centre,500 THE WEST MALL,5,24,75
2017,2021,1971,PRIVATE,19,Beaches-East York,700 KINGSTON RD,7,38,84
2017,2021,1929,PRIVATE,08,Eglinton-Lawrence,1 CHERITAN AVE,4,64,91
2017,2021,1960,PRIVATE,12,Toronto-St. Paul's,40 RAGLAN AVE,7,61,79
2017,2021,1963,PRIVATE,12,Toronto-St. Paul's,120 RAGLAN AVE,9,175,87
2017,2021,1966,PRIVATE,03,Etobicoke-Lakeshore,8 SAND BEACH RD,3,24,73
2017,2021,1970,PRIVATE,17,Don Valley North,642 SHEPPARD AVE E,19,126,81
2017,2021,1959,PRIVATE,15,Don Valley West,57 RAWLINSON AVE,4,36,94
2017,2021,1992,SOCIAL HOUSING,12,Toronto-St. Paul's,1060 DAVENPORT RD,4,10,71
2017,2021,1954,PRIVATE,15,Don Valley West,898 EGLINTON AVE E,3,21,74
2017,2021,1958,PRIVATE,15,Don Valley West,904 EGLINTON AVE E,4,22,69
2017,2021,1969,PRIVATE,19,Beaches-East York,90 EASTDALE AVE,24,383,84
2017,2021,1978,PRIVATE,01,Etobicoke North,2677 KIPLING AVE,23,227,68
2018,2021,1976,PRIVATE,01,Etobicoke North,2757 KIPLING AVE,19,343,79
2017,2021,1963,PRIVATE,06,York Centre,4866 BATHURST ST,10,81,83
2017,2021,1962,PRIVATE,06,York Centre,4900 BATHURST ST,6,60,84
2017,2021,1971,PRIVATE,22,Scarborough-Agincourt,2360 BIRCHMOUNT RD,13,186,75
2017,2021,1959,PRIVATE,08,Eglinton-Lawrence,12 BIDEFORD AVE,4,56,84
2017,2021,1978,PRIVATE,01,Etobicoke North,2777 KIPLING AVE,18,325,73
2017,2021,1992,TCHC,10,Spadina-Fort York,190 JOHN ST,4,26,69
2017,2021,1931,PRIVATE,12,Toronto-St. Paul's,404 SPADINA RD,4,31,75
